Cod.Cliente;Cliente;Grupo.Cliente;Cidade;Estado
102709;Olavo Felinto;Papelarias e Livrarias;Araçatuba;São Paulo
102710;Edvar Cosine;Papelarias e Livrarias;Buritama;São Paulo
102711;Luana Toledo;Papelarias e Livrarias;Campinas;São Paulo
102712;Elizeu Elias;Papelarias e Livrarias;Indaiatuba;São Paulo
102713;Regina Zerbini;Papelarias e Livrarias;Ourinhos;São Paulo
102714;Emanuelli Caldas;Papelarias e Livrarias;Araçatuba;São Paulo
102715;Artur Kuroda;Escolas e Universidades;Cambé;Paraná
102716;Luciana Noda;Gráficas e Agências;Penápolis;São Paulo
102717;Vanderlei Alcantara;Gráficas e Agências;Birigui;São Paulo
102718;Soeli Joras;Gráficas e Agências;Lins;São Paulo
102719;Gilliarde Sulzbacher;Gráficas e Agências;Umuarama;Paraná
102720;Ana Canassa;Escritórios Corporativos;Marialva;Paraná
102721;Francine Bonfim;Escritórios Corporativos;Penápolis;São Paulo
102722;Nicolas Cipriano;Escritórios Corporativos;Lins;São Paulo
102723;Ronney Pongo;Escritórios Corporativos;Lins;São Paulo
102724;Denise Benedito;Escritórios Corporativos;Campinas;São Paulo
102725;Sofia Pessato;Escritórios Corporativos;Marília;São Paulo
102726;Kassia Sanctis;Escritórios Corporativos;Lins;São Paulo
102727;Ketty Adorno;Escritórios Corporativos;Assis;São Paulo
102728;Kevin Cemin;Escritórios Corporativos;Lins;São Paulo
102729;Enok Moacyr;Escritórios Corporativos;Ourinhos;São Paulo
102730;Dianne Gaspar;Escritórios Corporativos;Cordeirópolis;São Paulo
102731;Veverson Marcos;Papelarias e Livrarias;Penápolis;São Paulo
102732;Pietra Klak;Papelarias e Livrarias;Penápolis;São Paulo
102733;Fellipe Adauto;Papelarias e Livrarias;Penápolis;São Paulo
102734;Noemi Spinola;Papelarias e Livrarias;Penápolis;São Paulo
102735;Jeicy Miney;Papelarias e Livrarias;Penápolis;São Paulo
102736;Ivan Baieski;Papelarias e Livrarias;Jales;São Paulo
102737;Thamires Valario;Papelarias e Livrarias;Piracicaba;São Paulo
102738;Yara Bastos;Papelarias e Livrarias;Mirassol;São Paulo
102739;Claudinei Coelho;Papelarias e Livrarias;Hortolândia;São Paulo
102740;Marcia Roriz;Papelarias e Livrarias;Nova Odessa;São Paulo
102741;Adriano Aldo;Papelarias e Livrarias;Lins;São Paulo
102742;Heron Massabobu;Papelarias e Livrarias;Lins;São Paulo
102743;Jordana Clara;Papelarias e Livrarias;Tupã;São Paulo
102744;Wesley Galle;Papelarias e Livrarias;Lins;São Paulo
102745;Thamyres Celes;Papelarias e Livrarias;Marília;São Paulo
102746;Heron Ito;Papelarias e Livrarias;Lins;São Paulo
102747;Carla Comitre;Papelarias e Livrarias;Marília;São Paulo
102748;Bruno Barbosa;Papelarias e Livrarias;Limeira;São Paulo
102749;Helisson Votorantim;Papelarias e Livrarias;Ourinhos;São Paulo
102750;Gregory Manfrinato;Papelarias e Livrarias;Adamantina;São Paulo
102751;Hildebrando Penteado;Papelarias e Livrarias;Dracena;São Paulo
102752;Smilys Nery;Papelarias e Livrarias;Garça;São Paulo
102753;Grupo Barreto;Papelarias e Livrarias;Fernandópolis;São Paulo
102754;Mariah Sobreiro;Papelarias e Livrarias;Macaubal;São Paulo
102755;Enok Finoti;Papelarias e Livrarias;Marília;São Paulo
102756;Rogerio Gois;Papelarias e Livrarias;Americana;São Paulo
102757;Jair Forgas;Papelarias e Livrarias;Mirassol;São Paulo
102758;Herventon Braz;Escolas e Universidades;Foz do Iguaçu;Paraná
102759;Carmeliano Gonzales;Escolas e Universidades;Paiçandu;Paraná
102760;Camilo Bicudo;Escolas e Universidades;Londrina;Paraná
102761;Aron Vitor;Gráficas e Agências;Jacarezinho;Paraná
102762;Magno Bizzo;Artistas Independentes;Cascavel;Paraná
102763;Lucinilton Barroso;Gráficas e Agências;Rolândia;Paraná
102764;Eliseu Hellrigl;Gráficas e Agências;Umuarama;Paraná
102765;Elver Cabrera;Escritórios Corporativos;Quatiguá;Paraná
102766;Susana Manson;Escritórios Corporativos;Umuarama;Paraná
102767;Virginia Rossoni;Escritórios Corporativos;Cambé;Paraná
102768;Ruben Trindade;Escritórios Corporativos;Cambé;Paraná
102769;Edval Bela;Escritórios Corporativos;Umuarama;Paraná
102770;Neilor Murta;Escritórios Corporativos;Arapongas;Paraná
102771;Monique Sassiloto;Escritórios Corporativos;Paranaguá;Paraná
102772;Edineide Falcao;Escritórios Corporativos;Maringá;Paraná
102773;Gilson Yukari;Escritórios Corporativos;Itaquaquecetuba;São Paulo
102774;Beatriz Batista;Papelarias e Livrarias;Curitiba;Paraná
102775;Hermekson Manesco;Papelarias e Livrarias;Paranaguá;Paraná
102776;Elison Sebastiao;Papelarias e Livrarias;Cianorte;Paraná
102777;Evando Espenchitt;Papelarias e Livrarias;Maringá;Paraná
102778;Jamille Proenca;Papelarias e Livrarias;Cascavel;Paraná
102779;Rafaela Valdeque;Papelarias e Livrarias;Marialva;Paraná
102780;Aurino Filgueiras;Papelarias e Livrarias;Cambé;Paraná
102781;Helio Verde;Papelarias e Livrarias;Paranaguá;Paraná
102782;Ezio Yoshimaro;Papelarias e Livrarias;Rolândia;Paraná
102783;Lelio Seriaco;Papelarias e Livrarias;Foz do Iguaçu;Paraná
102784;Saulo Paixao;Artistas Independentes;Nhandeara;São Paulo
102785;Ian Dourado;ONG's;Ourinhos;São Paulo
102786;Leya Eliseu;Gráficas e Agências;Cascavel;Paraná
102787;Walder Piran;Artistas Independentes;Querência do Norte;Paraná
102788;Leonel Prado;Gráficas e Agências;Marialva;Paraná
102789;Clarice Mateini;Escritórios Corporativos;Arapongas;Paraná
102790;Gelsion Jurany;Escritórios Corporativos;Jacarezinho;Paraná
102791;Deiglison Avelino;Escritórios Corporativos;Arapongas;Paraná
102792;Edezio Alessandro;Escritórios Corporativos;Araçatuba;São Paulo
102793;Adriel Saad;Escritórios Corporativos;Araçatuba;São Paulo
102794;Helio Sumi;Escritórios Corporativos;Presidente Prudente;São Paulo
102795;Bruna Bessa;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
102796;Deyvirton Amorim;Escritórios Corporativos;Piracicaba;São Paulo
102797;Clayton Elias;Escritórios Corporativos;Presidente Prudente;São Paulo
102798;Carmelo Donizete;Escritórios Corporativos;Araçatuba;São Paulo
102799;Cristiano Correia;Escritórios Corporativos;Birigui;São Paulo
102800;Leomar Zuila;Escritórios Corporativos;Piracicaba;São Paulo
102801;Wellinton Anastacio;Escritórios Corporativos;Presidente Prudente;São Paulo
102802;Claudemar Diniz;Escritórios Corporativos;Birigui;São Paulo
102803;Alexmar Braz;Escritórios Corporativos;Tanabi;São Paulo
102804;Rick Secato;Escritórios Corporativos;Fernandópolis;São Paulo
102805;Andy Ferraz;Escritórios Corporativos;São José do Rio Preto;São Paulo
102806;Cassio Mehl;Papelarias e Livrarias;Bandeirantes;Paraná
102807;Godofredo Holanda;Papelarias e Livrarias;Arapongas;Paraná
102808;Flavio Pina;Papelarias e Livrarias;Paiçandu;Paraná
102809;Julia Weishapl;Papelarias e Livrarias;Paiçandu;Paraná
102810;Karine Ruda;Papelarias e Livrarias;Engenheiro Beltrão;Paraná
102811;Oscar Nery;Papelarias e Livrarias;Engenheiro Beltrão;Paraná
102812;Sostenes Santoro;Papelarias e Livrarias;Capivari;São Paulo
102813;Joanes Kamimura;Papelarias e Livrarias;Guaraçaí;São Paulo
102814;Ketty Muller;Papelarias e Livrarias;Buritama;São Paulo
102815;Sostenes Rossana;Papelarias e Livrarias;Birigui;São Paulo
102816;Stephanie Sartori;Papelarias e Livrarias;Araçatuba;São Paulo
102817;Rufino Assis;Papelarias e Livrarias;Araçatuba;São Paulo
102818;Lourdes Estrela;Papelarias e Livrarias;Piracicaba;São Paulo
102819;Dante Cacciatori;Papelarias e Livrarias;Barretos;São Paulo
102820;Raul Fonseca;Papelarias e Livrarias;Americana;São Paulo
102821;Richard Edcler;Papelarias e Livrarias;Ourinhos;São Paulo
102822;Ila Felinto;Papelarias e Livrarias;Assis;São Paulo
102823;Dardania Bach;Papelarias e Livrarias;Assis;São Paulo
102824;Gilberto Stockler;Papelarias e Livrarias;Ourinhos;São Paulo
102825;Farah Catani;Papelarias e Livrarias;Nhandeara;São Paulo
102826;Michelli Maciel;Papelarias e Livrarias;Fernandópolis;São Paulo
102827;Ednaldo Franca;Papelarias e Livrarias;Nhandeara;São Paulo
102828;Edmilson Bela;Papelarias e Livrarias;Macaubal;São Paulo
102829;Wendell Wyllis;Papelarias e Livrarias;Macaubal;São Paulo
102830;Alef Granata;Papelarias e Livrarias;São José do Rio Preto;São Paulo
102831;Mayara Oiveira;Papelarias e Livrarias;Nova Odessa;São Paulo
102832;Canuto Palazzo;Papelarias e Livrarias;Nhandeara;São Paulo
102833;Clarice Baieski;Escolas e Universidades;Assis;São Paulo
102834;Aleson Sumi;Escolas e Universidades;Araçatuba;São Paulo
102835;Rozemberg Keichi;Escolas e Universidades;Presidente Prudente;São Paulo
102836;Alaor Apoitia;Escolas e Universidades;Presidente Prudente;São Paulo
102837;Ketty Palmeira;Escolas e Universidades;Capivari;São Paulo
102838;Renan Rosa;Escritórios Corporativos;Maringá;Paraná
102839;Arly Dutenhefner;Gráficas e Agências;Foz do Iguaçu;Paraná
102840;Claudemar Lago;Artistas Independentes;Curitiba;Paraná
102841;Maximiano Vitorello;Gráficas e Agências;Londrina;Paraná
102842;Vilma Arcari;Gráficas e Agências;Cascavel;Paraná
102843;Karina Bueno;Gráficas e Agências;Cascavel;Paraná
102844;Helton Fiorito;Escritórios Corporativos;Londrina;Paraná
102845;Lobo Manesco;Escritórios Corporativos;Bandeirantes;Paraná
102846;Milton Jeronimo;Escritórios Corporativos;Curitiba;Paraná
102847;Alan Sartori;Escritórios Corporativos;Ibaiti;Paraná
102848;Deivid Lipere;Escritórios Corporativos;Ibaiti;Paraná
102849;Otavio Kikuchi;Escritórios Corporativos;Cascavel;Paraná
102850;Francis Spinola;Escritórios Corporativos;Cascavel;Paraná
102851;Ronney Murta;Escritórios Corporativos;Mirassol;São Paulo
102852;Rafael Paiva;Escritórios Corporativos;Taubaté;São Paulo
102853;Gecilaine Amparo;Escritórios Corporativos;Penápolis;São Paulo
102854;Izaias Junio;Escritórios Corporativos;Taubaté;São Paulo
102855;Luana Conera;Escritórios Corporativos;Taubaté;São Paulo
102856;Monique Camara;Escritórios Corporativos;Pardinho;São Paulo
102857;Davi Filgueiras;Escritórios Corporativos;Presidente Prudente;São Paulo
102858;Carla Lucia;Escritórios Corporativos;Taubaté;São Paulo
102859;Yara Alem;Escritórios Corporativos;Monte Aprazível;São Paulo
102860;Dione Murakami;Escritórios Corporativos;Mirassol;São Paulo
102861;Fagner Bicudo;Papelarias e Livrarias;Cascavel;Paraná
102862;Thuani Edcler;Papelarias e Livrarias;Cascavel;Paraná
102863;Mariane Gesse;Papelarias e Livrarias;São Paulo;São Paulo
102864;Roxane Marcon;Papelarias e Livrarias;Pirapozinho;São Paulo
102865;Soliane Nozari;Papelarias e Livrarias;Mirassol;São Paulo
102866;Gleison Serrano;Papelarias e Livrarias;Mirassol;São Paulo
102867;Joceir Alvim;Papelarias e Livrarias;Araçatuba;São Paulo
102868;Gilliarde Damiao;Papelarias e Livrarias;Garça;São Paulo
102869;Nicholas Monte;Papelarias e Livrarias;Indaiatuba;São Paulo
102870;Miriana Idalgo;Papelarias e Livrarias;Dracena;São Paulo
102871;Deivisson Diran;Artistas Independentes;Santo Antônio da Platina;Paraná
102872;Jhonas Aguiar;Gráficas e Agências;Cambé;Paraná
102873;Edezio Tafarel;Gráficas e Agências;Sarandi;Paraná
102874;Ettore Caballero;Gráficas e Agências;Santo Antônio da Platina;Paraná
102875;Joceir Magnuskelly;Artistas Independentes;Maringá;Paraná
102876;Anderson Miekzikowski;Escritórios Corporativos;Londrina;Paraná
102877;Matias Alana;Escritórios Corporativos;Bandeirantes;Paraná
102878;Kaiki Botelho;Escritórios Corporativos;Bandeirantes;Paraná
102879;Fabio Pena;Escritórios Corporativos;Quatiguá;Paraná
102880;Silas Leonardo;Escritórios Corporativos;Santo Antônio da Platina;Paraná
102881;Eusebio Lage;Escritórios Corporativos;Curitiba;Paraná
102882;Moab Meira;Escritórios Corporativos;Joaquim Távora;Paraná
102883;Josue Frech;Escritórios Corporativos;São José dos Pinhais;Paraná
102884;Elyson Cerri;Escritórios Corporativos;Marialva;Paraná
102885;Joao Sayuri;Escritórios Corporativos;Cianorte;Paraná
102886;Gisele Graca;Escritórios Corporativos;Rolândia;Paraná
102887;Yara Irineu;Papelarias e Livrarias;Santo Antônio da Platina;Paraná
102888;Agustinho Matos;Papelarias e Livrarias;Jacarezinho;Paraná
102889;Jakeline Pilotto;Papelarias e Livrarias;Umuarama;Paraná
102890;Cibelle Everson;Papelarias e Livrarias;Umuarama;Paraná
102891;Alexsandra Neckel;Papelarias e Livrarias;Jacarezinho;Paraná
102892;Carina Fernanda;Papelarias e Livrarias;Irati;Paraná
102893;Rick Bruxellas;Papelarias e Livrarias;Cascavel;Paraná
102894;Dante Grault;Papelarias e Livrarias;Rolândia;Paraná
102895;Viviane Sante;Papelarias e Livrarias;Rolândia;Paraná
102896;Lais Fina;Papelarias e Livrarias;Cianorte;Paraná
102897;Cleyton Pilotto;Papelarias e Livrarias;Arapongas;Paraná
102898;Rene Gualter;Papelarias e Livrarias;Ibaiti;Paraná
102899;Daniela Aquino;Papelarias e Livrarias;Arapongas;Paraná
102900;Yara Moreira;Papelarias e Livrarias;Nhandeara;São Paulo
102901;Raimundo Santos;Papelarias e Livrarias;Marília;São Paulo
102902;Junivaldo Canassa;Escritórios Corporativos;Curitiba;Paraná
102903;Jayme Chara;Artistas Independentes;São José dos Pinhais;Paraná
102904;Juliana Brand;Artistas Independentes;Cianorte;Paraná
102905;Alisson Hideoshi;Artistas Independentes;Piracicaba;São Paulo
102906;Hitalo Raimundo;Artistas Independentes;Birigui;São Paulo
102907;Norman Gabriel;Gráficas e Agências;Presidente Prudente;São Paulo
102908;Sandro Maciel;Artistas Independentes;Almirante Tamandaré;Paraná
102909;Gisele Ruda;Artistas Independentes;Cianorte;Paraná
102910;Severino Novochadlo;Artistas Independentes;Engenheiro Beltrão;Paraná
102911;Elison Rocha;Gráficas e Agências;Paiçandu;Paraná
102912;Lorena Vian;Gráficas e Agências;Umuarama;Paraná
102913;Olidio Raulin;Escritórios Corporativos;Telêmaco Borba;Paraná
102914;Heitor Godoy;Escritórios Corporativos;Santo Antônio da Platina;Paraná
102915;Ronney Celente;Escritórios Corporativos;Telêmaco Borba;Paraná
102916;Michael Bandeirantes;Escritórios Corporativos;Cascavel;Paraná
102917;Nikolaos Thalles;Escritórios Corporativos;Nova Esperança;Paraná
102918;Clarice Mello;Escritórios Corporativos;Almirante Tamandaré;Paraná
102919;Lagachon Ferronato;Escritórios Corporativos;Paiçandu;Paraná
102920;Marcus Westrup;Escritórios Corporativos;Paiçandu;Paraná
102921;Haroldo Baltieri;Escritórios Corporativos;Buritama;São Paulo
102922;Laennder Schuck;Escritórios Corporativos;Marília;São Paulo
102923;Arimar Nobrega;Escritórios Corporativos;Tanabi;São Paulo
102924;Jorbel Picoretti;Escritórios Corporativos;Regente Feijó;São Paulo
102925;Jonhnny Estephano;Escritórios Corporativos;Piracicaba;São Paulo
102926;Haislan Roberto;Escritórios Corporativos;Indaiatuba;São Paulo
102927;Sibele Louis;Escritórios Corporativos;Barretos;São Paulo
102928;Diego Alice;Escritórios Corporativos;Garça;São Paulo
102929;Wilmar Rattes;Escritórios Corporativos;Garça;São Paulo
102930;Charles Erthal;Escritórios Corporativos;Guaraçaí;São Paulo
102931;Deyvidson Mizukosi;Escritórios Corporativos;São José do Rio Preto;São Paulo
102932;Hudin Godinho;Escritórios Corporativos;Assis;São Paulo
102933;Andriel Galle;Escritórios Corporativos;São José do Rio Preto;São Paulo
102934;Villi Amparo;Escritórios Corporativos;São José do Rio Preto;São Paulo
102935;Aline Dameda;Papelarias e Livrarias;Bandeirantes;Paraná
102936;Dinez Enandes;Papelarias e Livrarias;Telêmaco Borba;Paraná
102937;Rodolfo Scapim;Papelarias e Livrarias;Maringá;Paraná
102938;Rudinei Sathler;Papelarias e Livrarias;Sarandi;Paraná
102939;Victor Cargo;Papelarias e Livrarias;Almirante Tamandaré;Paraná
102940;Ronei Matias;Papelarias e Livrarias;Joaquim Távora;Paraná
102941;Wesley Zamai;Papelarias e Livrarias;Quatiguá;Paraná
102942;Eliane Nogueira;Papelarias e Livrarias;Monte Aprazível;São Paulo
102943;Nivaldo Vinicius;Papelarias e Livrarias;Monte Aprazível;São Paulo
102944;Denys Raimundo;Papelarias e Livrarias;Monte Aprazível;São Paulo
102945;Tatiane Muller;Papelarias e Livrarias;Macaubal;São Paulo
102946;Alvimar Nogueira;Papelarias e Livrarias;Santa Cruz do Rio Pardo;São Paulo
102947;Cristiana Guadagnin;Papelarias e Livrarias;Assis;São Paulo
102948;Diandra Fantacini;Papelarias e Livrarias;Hortolândia;São Paulo
102949;Cilmar Firme;Papelarias e Livrarias;Presidente Prudente;São Paulo
102950;Luziz Weishapl;Papelarias e Livrarias;Guaraçaí;São Paulo
102951;Fellipe Hotmail;Papelarias e Livrarias;Araçatuba;São Paulo
102952;Goias Zamai;Papelarias e Livrarias;Birigui;São Paulo
102953;Marilene Eugenio;Papelarias e Livrarias;Nhandeara;São Paulo
102954;Dirley Hofstatter;Papelarias e Livrarias;Presidente Prudente;São Paulo
102955;Magno Cezario;Papelarias e Livrarias;Indaiatuba;São Paulo
102956;Poliane G;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
102957;Isaias Padovani;Papelarias e Livrarias;Araçatuba;São Paulo
102958;Reinaldo Carla;Papelarias e Livrarias;Regente Feijó;São Paulo
102959;Geilson I;Papelarias e Livrarias;Buritama;São Paulo
102960;Rodolfo Gazzinelli;Papelarias e Livrarias;Presidente Prudente;São Paulo
102961;Helder Magnum;Papelarias e Livrarias;Itapevi;São Paulo
102962;Jorbel Portes;Papelarias e Livrarias;Marília;São Paulo
102963;Aldaires Alves;Papelarias e Livrarias;Tupã;São Paulo
102964;Victor Hochleitner;Papelarias e Livrarias;Assis;São Paulo
102965;Marianna Chamico;Papelarias e Livrarias;Garça;São Paulo
102966;Wirllen Ermel;Papelarias e Livrarias;Assis;São Paulo
102967;Wanderson Cancado;Papelarias e Livrarias;Fernandópolis;São Paulo
102968;Dirceu Klak;Papelarias e Livrarias;Garça;São Paulo
102969;Giovani Thenopholo;Papelarias e Livrarias;São José do Rio Preto;São Paulo
102970;Nicholas Satiro;Escolas e Universidades;Cascavel;Paraná
102971;Denys Barendse;Escolas e Universidades;Cascavel;Paraná
102972;Marcio Paes;Escolas e Universidades;Londrina;Paraná
102973;Givanildo Milano;Setor Público;Cambé;Paraná
102974;Flavia Teodoro;Escritórios Corporativos;Piracicaba;São Paulo
102975;Juliana Perin;Artistas Independentes;Nova Esperança;Paraná
102976;Priscilla Malaguez;Artistas Independentes;Marília;São Paulo
102977;Dinez Madruga;Escritórios Corporativos;Paiçandu;Paraná
102978;Gean Trentim;Escritórios Corporativos;São José do Rio Preto;São Paulo
102979;Wilker Fabio;Papelarias e Livrarias;Paiçandu;Paraná
102980;Renato Jaureguy;Papelarias e Livrarias;Penápolis;São Paulo
102981;Daiane Thalles;Papelarias e Livrarias;Buritama;São Paulo
102982;Helisson Firme;Papelarias e Livrarias;São José do Rio Preto;São Paulo
102983;Joanes Pavanello;Papelarias e Livrarias;São José do Rio Preto;São Paulo
102984;Valeria Paternolli;Papelarias e Livrarias;Marília;São Paulo
102985;Adriano Arantes;Papelarias e Livrarias;Regente Feijó;São Paulo
102986;Thamara Palha;Papelarias e Livrarias;Marília;São Paulo
102987;Ronilton Zylbersztejn;Papelarias e Livrarias;Garça;São Paulo
102988;Elton Miney;Papelarias e Livrarias;Pardinho;São Paulo
102989;Eudes Barroso;Gráficas e Agências;Rolândia;Paraná
102990;Fabiola Machado;Gráficas e Agências;Arapongas;Paraná
102991;Isaias Henry;Artistas Independentes;Cianorte;Paraná
102992;Jonata Troca;Artistas Independentes;Santa Mariana;Paraná
